id,fecha,titulo,descripcion,tipo,fuente,fuente_url,legal_status,candidato_afectado,direccion,motif_primary,frame,emocion,dimension_impacto,region,intensidad,credibilidad,riesgo_desinformacion,canales_probables,perfiles_relevantes,resumen_para_agente,fecha_corte,source_strict,source_category,ownership_type,geographic_scope,candidate_scope,observation_role,event_cluster_id,event_cluster_size,source_class_balance_weight,model_sampling_weight,engagement_likes,engagement_reposts,engagement_comments,engagement_views,engagement_status
S016,2026-06-03,Infobae reporta agradecimiento de Cepeda a comunidad K-pop y viralidad de apoyo juvenil,Infobae reporta agradecimiento de Cepeda a comunidad K-pop y viralidad de apoyo juvenil,movilizacion_digital,Infobae,https://www.infobae.com/colombia/2026/06/03/ivan-cepeda-se-sumo-a-la-tendencia-kpoper-en-colombia-y-agradecio-el-apoyo-a-su-campana-esta-movilizando-la-esperanza/,declaracion_publica,Cepeda,positiva,agradecimiento_kpopers,campaña_viral_juvenil,esperanza,movilizacion_juvenil,Digital / Jóvenes,0.8,0.82,0.18,prensa_digital|television|radio|whatsapp|twitter_x|facebook|instagram|youtube,todos,Infobae reporta agradecimiento de Cepeda a comunidad K-pop y viralidad de apoyo juvenil,2026-06-19,True,prensa_privada,privado,nacional,Cepeda,canonical_signal,EVT-be4612313e,1,0.851852,0.851852,,,,,not_applicable
S017,2026-06-03,Publimetro reporta que Cepeda agradeció a kpopers y destacó su fuerza en redes y calles,Publimetro reporta que Cepeda agradeció a kpopers y destacó su fuerza en redes y calles,movilizacion_digital,Publimetro,https://www.publimetro.co/entretenimiento/2026/06/03/ivan-cepeda-agradecio-a-las-kpopers-en-colombia-y-destaco-su-fuerza-en-redes-y-en-las-calles-llenan-de-esperanza-el-futuro/,declaracion_publica,Cepeda,positiva,fuerza_kpop_redes_calles,esperanza_generacional,esperanza,movilizacion_juvenil,Digital / Jóvenes,0.74,0.72,0.22,prensa_digital|television|radio|whatsapp|twitter_x|facebook|instagram|youtube,todos,Publimetro reporta que Cepeda agradeció a kpopers y destacó su fuerza en redes y calles,2026-06-19,True,prensa_privada,privado,nacional,Cepeda,canonical_signal,EVT-7009f47d08,1,0.851852,0.851852,,,,,not_applicable
S018,2026-06-03,Infobae reporta error en redes de Cepeda que habría dejado expuesta procedencia de mensajes sobre kpopers,Infobae reporta error en redes de Cepeda que habría dejado expuesta procedencia de mensajes sobre kpopers,controversia_digital,Infobae,https://www.infobae.com/colombia/2026/06/04/ivan-cepeda-cometio-llamativo-error-en-redes-que-habria-dejado-al-descubierto-la-procedencia-de-sus-mensajes-lo-llevan-al-coche/,hecho_reportado,Cepeda,negativa,error_comunicaciones_redes,autenticidad_digital,burla,credibilidad_campaña,Digital,0.62,0.72,0.28,prensa_digital|television|radio|whatsapp|twitter_x|facebook|instagram|youtube,todos,Infobae reporta error en redes de Cepeda que habría dejado expuesta procedencia de mensajes sobre kpopers,2026-06-19,True,prensa_privada,privado,nacional,Cepeda,canonical_signal,EVT-4184a2304e,1,0.851852,0.851852,,,,,not_applicable
S019,2026-06-03,La Silla analiza voto puesto a puesto y sostiene que Abelardo se ganó la clase media,La Silla analiza voto puesto a puesto y sostiene que Abelardo se ganó la clase media,analisis_votacion,La Silla Vacía,https://www.lasillavacia.com/silla-nacional/abelardo-se-gano-la-clase-media-datos-de-la-votacion-puesto-a-puesto/,analisis_periodistico,De la Espriella,positiva,clase_media_de_la_espriella,geografia_social_voto,validacion,segmentacion_electoral,Urbano / Clase media,0.7,0.82,0.16,prensa_digital|television|radio|whatsapp|facebook,todos,La Silla analiza voto puesto a puesto y sostiene que Abelardo se ganó la clase media,2026-06-19,True,alternativo_investigativo,independiente,nacional,De la Espriella,canonical_signal,EVT-43dc2f87ea,1,1.642857,1.642857,,,,,not_applicable
S061,2026-06-03,De la Espriella agradece el respaldo de Trump,AP/PBS reportan que De la Espriella agradeció públicamente el apoyo de Trump.,respuesta_campana,AP / PBS NewsHour,https://www.pbs.org/newshour/world/colombian-presidential-candidate-de-la-espriella-thanks-trump-for-endorsing-his-campaign,declaracion_publica,De la Espriella,positiva,agradecimiento_trump,alianza_politica_exterior,confianza,apoyo_internacional,Internacional / Exterior / Nacional,0.76,0.88,0.12,prensa_digital|television|radio|twitter_x|facebook|instagram|youtube|whatsapp,exterior|pequeno_empresario|adulto_redes,De la Espriella agradece el respaldo de Trump y refuerza su narrativa internacional.,2026-06-19,True,internacional,internacional_privado,internacional,De la Espriella,canonical_signal,EVT-b4ad5d3f87,1,1.642857,1.642857,,,,,not_applicable
S062,2026-06-03,Reuters reporta que el respaldo de Trump genera crítica de Petro por injerencia,Reuters reporta que Petro criticó el respaldo de Trump a De la Espriella como interferencia en decisiones de otro país.,controversia_internacional,Reuters,https://www.reuters.com/world/americas/trump-endorses-columbian-presidential-candidate-de-la-espriella-2026-06-03/,controversia_reportada,AMBOS,mixta,injerencia_trump,soberania_electoral,indignacion,politica_exterior,Nacional / Internacional,0.82,0.9,0.16,prensa_digital|television|radio|twitter_x|facebook|instagram|youtube|whatsapp,todos,El apoyo de Trump entra al debate como posible injerencia y polariza la lectura internacional de la segunda vuelta.,2026-06-19,True,internacional,internacional_privado,internacional,AMBOS,canonical_signal,EVT-1ffb828c50,1,1.642857,1.642857,,,,,not_applicable
S090,2026-06-03,NTN24 analiza impacto del apoyo de Trump a De la Espriella,NTN24 analiza el impacto electoral del apoyo de Trump a De la Espriella con voces de derecha colombiana.,analisis_internacional,NTN24,https://www.ntn24.com/noticias-politica/que-impacto-podria-tener-en-las-elecciones-en-colombia-apoyo-de-trump-a-abelardo-de-la-espriella-625291,analisis_periodistico,De la Espriella,positiva,impacto_apoyo_trump_ntn24,validacion_internacional,validacion,apoyo_internacional,Nacional / Internacional,0.78,0.82,0.16,television|prensa_digital|twitter_x|facebook|whatsapp,exterior|adulto_redes|pequeno_empresario|profesional_urbano,NTN24 analiza el impacto electoral del apoyo de Trump a De la Espriella con voces de derecha colombiana.,2026-06-19,True,television,privado,nacional,De la Espriella,canonical_signal,EVT-d308354d98,1,0.589744,0.589744,,,,,not_applicable
S020,2026-06-04,Juez prohíbe a De la Espriella usar camiseta de la Selección Colombia en campaña,Juez prohíbe a De la Espriella usar camiseta de la Selección Colombia en campaña,decision_judicial,Noticias Caracol,https://www.noticiascaracol.com/politica/elecciones-colombia/juez-prohibe-a-abelardo-de-la-espriella-usa-camiseta-de-la-seleccion-colombia-en-su-campana-politica-rg10,decision_judicial,De la Espriella,negativa,prohibicion_camiseta_seleccion,limite_simbolos_nacionales,controversia,identidad_nacional,Nacional,0.9,0.9,0.1,prensa_digital|television|radio|whatsapp|facebook,todos,Juez prohíbe a De la Espriella usar camiseta de la Selección Colombia en campaña,2026-06-19,True,television,privado,nacional,De la Espriella,canonical_signal,EVT-5cde6fa45a,2,0.589744,0.294872,,,,,not_applicable
S021,2026-06-04,El País reporta prohibición judicial de usar camiseta de la Selección en campaña,El País reporta prohibición judicial de usar camiseta de la Selección en campaña,decision_judicial,El País,https://elpais.com/america-colombia/2026-06-04/la-justicia-colombiana-prohibe-a-abelardo-de-la-espriella-usar-la-camiseta-de-la-seleccion-colombia-para-su-campana.html,decision_judicial,De la Espriella,negativa,prohibicion_camiseta_seleccion,neutralidad_simbolica,controversia,identidad_nacional,Nacional / Internacional,0.88,0.88,0.1,prensa_digital|television|radio|whatsapp|facebook,todos,El País reporta prohibición judicial de usar camiseta de la Selección en campaña,2026-06-19,True,otro,no_clasificado,no_clasificado,De la Espriella,supporting_observation,EVT-5cde6fa45a,2,0.638889,0.319444,,,,,not_applicable
S022,2026-06-04,Noticias RCN reporta explicación jurídica sobre prohibición de usar camiseta de la Selección,Noticias RCN reporta explicación jurídica sobre prohibición de usar camiseta de la Selección,analisis_juridico,Noticias RCN,https://www.noticiasrcn.com/colombia/abogado-explica-prohibicion-a-la-camiseta-de-la-seleccion-colombia-1028071,analisis_juridico,De la Espriella,negativa,debate_juridico_camiseta,legalidad_campaña,duda,legalidad,Nacional,0.7,0.8,0.16,prensa_digital|television|radio|whatsapp|facebook,todos,Noticias RCN reporta explicación jurídica sobre prohibición de usar camiseta de la Selección,2026-06-19,True,television,privado,nacional,De la Espriella,canonical_signal,EVT-0a2db23cb2,1,0.589744,0.589744,,,,,not_applicable
S023,2026-06-04,Procuraduría respalda fallo que prohíbe uso de camiseta de Colombia a De la Espriella,Procuraduría respalda fallo que prohíbe uso de camiseta de Colombia a De la Espriella,pronunciamiento_institucional,Noticias RCN,https://www.noticiasrcn.com/colombia/procuraduria-respalda-fallo-que-prohibe-uso-de-la-camiseta-de-colombia-a-de-la-espriella-1028091,pronunciamiento_institucional,De la Espriella,negativa,procuraduria_respalda_fallo,institucionalidad,validacion_judicial,legalidad,Nacional,0.76,0.82,0.14,prensa_digital|television|radio|whatsapp|facebook,todos,Procuraduría respalda fallo que prohíbe uso de camiseta de Colombia a De la Espriella,2026-06-19,True,television,privado,nacional,De la Espriella,canonical_signal,EVT-36c4a0298e,1,0.589744,0.589744,,,,,not_applicable
S086,2026-06-04,Partido Liberal divide posiciones sobre apoyar a Cepeda o a De la Espriella,Caracol Radio recoge opiniones divididas de dirigentes liberales sobre el apoyo presidencial en segunda vuelta.,division_partidista,Caracol Radio / 6AM W,https://caracol.com.co/2026/06/04/abelardo-de-la-espriella-es-el-peor-peligro-para-nuestra-democracia-juan-carlos-losada/,analisis_declaraciones,AMBOS,mixta,partido_liberal_dividido,voto_centro_partidista,duda,voto_centro,Nacional / Partido Liberal,0.7,0.82,0.16,radio|prensa_digital|whatsapp|facebook|twitter_x,voto_centro|adulto_redes|profesional_urbano,Caracol Radio recoge opiniones divididas de dirigentes liberales sobre el apoyo presidencial en segunda vuelta.,2026-06-19,True,radio,privado,nacional,AMBOS,canonical_signal,EVT-a2785addd8,1,0.793103,0.793103,,,,,not_applicable
S091,2026-06-04,NTN24 reporta polémica por fallo que prohíbe a De la Espriella usar camiseta de la Selección y su plan B,NTN24 cubre la polémica por la prohibición judicial del uso de camiseta de la Selección en la campaña de De la Espriella.,controversia_simbolica,NTN24,https://www.ntn24.com/noticias-actualidad/polemica-en-colombia-por-fallo-que-prohibe-a-de-la-espriella-usar-la-camiseta-de-la-seleccion-el-candidato-propuso-un-plan-b-625557,decision_judicial_reportada,De la Espriella,negativa,camiseta_seleccion_ntn24,simbolos_nacionales,controversia,identidad_nacional,Nacional,0.82,0.84,0.14,television|prensa_digital|radio|twitter_x|whatsapp|facebook,todos,NTN24 cubre la polémica por la prohibición judicial del uso de camiseta de la Selección en la campaña de De la Espriella.,2026-06-19,True,television,privado,nacional,De la Espriella,canonical_signal,EVT-db8ad1d857,1,0.589744,0.589744,,,,,not_applicable
S092,2026-06-04,Rodrigo Rivera dice en NTN24 que ve desesperación del Gobierno Petro tras primera vuelta,El exministro Rodrigo Rivera dijo en NTN24 que el oficialismo quedó desencajado tras perder la primera vuelta.,entrevista_opinion,NTN24,https://www.ntn24.com/noticias-actualidad/todo-el-pais-y-todo-el-mundo-esta-viendo-la-desesperacion-del-gobierno-del-presidente-petro-exministro-de-defensa-de-colombia-625527,declaracion_opinion,De la Espriella,positiva,desesperacion_oficialismo,antipetrismo,validacion,polarizacion,Nacional / Opinión,0.72,0.78,0.18,television|prensa_digital|radio|twitter_x|facebook|whatsapp,adulto_redes|voto_derecha|pequeno_empresario,El exministro Rodrigo Rivera dijo en NTN24 que el oficialismo quedó desencajado tras perder la primera vuelta.,2026-06-19,True,television,privado,nacional,De la Espriella,canonical_signal,EVT-95348021fe,1,0.589744,0.589744,,,,,not_applicable
S024,2026-06-05,"Registraduría revela tarjetón de segunda vuelta con Cepeda, De la Espriella y voto en blanco","Registraduría revela tarjetón de segunda vuelta con Cepeda, De la Espriella y voto en blanco",procedimiento_electoral,Noticias Caracol,https://www.noticiascaracol.com/politica/elecciones-colombia/este-es-el-tarjeton-para-la-segunda-vuelta-presidencial-entre-de-la-espriella-e-ivan-cepeda-rg10,informacion_institucional,AMBOS,contexto,tarjeton_segunda_vuelta,reglas_electorales,certeza,procedimiento_electoral,Nacional,0.72,0.92,0.06,prensa_digital|television|radio|whatsapp|facebook,todos,"Registraduría revela tarjetón de segunda vuelta con Cepeda, De la Espriella y voto en blanco",2026-06-19,True,television,privado,nacional,AMBOS,canonical_signal,EVT-96f498c0a8,1,0.589744,0.589744,,,,,not_applicable
S025,2026-06-05,De la Espriella dice que la camiseta es símbolo de unión tras decisión judicial,De la Espriella dice que la camiseta es símbolo de unión tras decisión judicial,respuesta_campana,Noticias Caracol,https://www.noticiascaracol.com/politica/elecciones-colombia/es-un-simbolo-de-union-de-la-espriella-tras-decision-de-juez-sobre-usar-camiseta-de-la-seleccion-rg10,declaracion_publica,De la Espriella,positiva,camiseta_simbolo_union,patriotismo_unidad,orgullo,identidad_nacional,Nacional,0.78,0.76,0.2,prensa_digital|television|radio|whatsapp|facebook,todos,De la Espriella dice que la camiseta es símbolo de unión tras decisión judicial,2026-06-19,True,television,privado,nacional,De la Espriella,canonical_signal,EVT-1463d0dfc8,1,0.589744,0.589744,,,,,not_applicable
S026,2026-06-05,Fenalco anuncia respaldo a De la Espriella y José Manuel Restrepo,Fenalco anuncia respaldo a De la Espriella y José Manuel Restrepo,apoyo_gremial,Noticias RCN,https://www.noticiasrcn.com/colombia/fenalco-anuncia-su-apoyo-a-la-candidatura-de-abelardo-de-la-espriella-vamos-cuatro-anos-de-desprecio-1028367,declaracion_publica,De la Espriella,positiva,respaldo_fenalco,empresarios_comercio_democracia,confianza,economia,Nacional / Comercio,0.78,0.84,0.14,prensa_digital|television|radio|whatsapp|facebook,todos,Fenalco anuncia respaldo a De la Espriella y José Manuel Restrepo,2026-06-19,True,television,privado,nacional,De la Espriella,canonical_signal,EVT-962c1bc2c6,1,0.589744,0.589744,,,,,not_applicable
S027,2026-06-05,Shakira desmiente imagen que la vinculaba a campaña de Cepeda y dice que no respalda candidatos,Shakira desmiente imagen que la vinculaba a campaña de Cepeda y dice que no respalda candidatos,desinformacion_imagen,El País,https://elpais.com/america-colombia/elecciones-presidenciales/2026-06-05/shakira-desmiente-una-foto-que-la-vincula-a-la-campana-de-ivan-cepeda-no-respaldo-a-ningun-candidato.html,desmentido_publico,Cepeda,negativa,shakira_imagen_falsa,uso_imagen_artista,desconfianza,desinformacion,Digital / Nacional,0.72,0.86,0.6,prensa_digital|television|radio|whatsapp|twitter_x|facebook|instagram|youtube,todos,Shakira desmiente imagen que la vinculaba a campaña de Cepeda y dice que no respalda candidatos,2026-06-19,True,otro,no_clasificado,no_clasificado,Cepeda,canonical_signal,EVT-4540a77c77,1,0.638889,0.638889,,,,,not_applicable
S105,2026-06-05,Caracol Radio reporta pedido de Paloma Valencia de auditar votación en zonas PDET afectadas por violencia,Caracol Radio reportó solicitud de auditar votos en zonas afectadas por violencia y respuesta del Gobierno pidiendo no estigmatizar territorios PDET.,radio_nacional_seguridad,Caracol Radio,https://caracol.com.co/2026/06/05/paloma-valencia-pidio-auditar-votacion-de-zonas-afectadas-por-violencia-gobierno-le-respondio/,controversia_reportada,AMBOS,mixta,auditoria_votos_pdet,libertad_sufragio_zonas_armadas,desconfianza,territorio_rural,PDET / Catatumbo / Cauca / Nariño / Chocó / Rural,0.86,0.82,0.24,radio_local|radio_regional|radio_nacional|prensa_digital|whatsapp|facebook|television_regional,campesino_rural|territorios_conflicto|soldado|adulto_mayor_offline|victimas_conflicto,Caracol Radio reportó solicitud de auditar votos en zonas afectadas por violencia y respuesta del Gobierno pidiendo no estigmatizar territorios PDET.,2026-06-19,True,radio,privado,nacional,AMBOS,canonical_signal,EVT-f1065c0f0a,1,0.793103,0.793103,,,,,not_applicable
S110,2026-06-05,Teleantioquia informa que jurados de primera vuelta repetirán en segunda vuelta en Antioquia,"Teleantioquia reportó que la Registraduría mantendrá la designación de jurados para segunda vuelta en Antioquia, con 114.309 ciudadanos designados.",tv_regional_logistica,Teleantioquia,https://www.teleantioquia.co/noticias/fue-jurado-de-votacion-en-la-primera-vuelta-ojo-porque-repetira-en-la-segunda-y-no-habra-cambios-en-la-designacion-579412,informacion_institucional,AMBOS,contexto,jurados_antioquia_repeticion,logistica_electoral_regional,certeza,procedimiento_electoral,Antioquia / Medellín / Municipios,0.58,0.84,0.08,radio_local|radio_regional|radio_nacional|prensa_digital|whatsapp|facebook|television_regional,trabajador_rebusque|adulto_redes|adulto_mayor_offline|jurados|empleados_publicos,"Teleantioquia reportó que la Registraduría mantendrá la designación de jurados para segunda vuelta en Antioquia, con 114.309 ciudadanos designados.",2026-06-19,True,television,publico_regional,regional,AMBOS,canonical_signal,EVT-02fcd47438,1,0.589744,0.589744,,,,,not_applicable
